UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Vibration Sensor [g],Acoustic Emission [dB],Current Draw [A],RUL,failure_mode,time_to_failure
2876,M17735,M,300.5,309.4,1877,23.8,31,0,No Failure,0.4090316583018166,53.41100123945513,12.47559300762322,222,No Failure,222
2877,M17736,M,300.5,309.3,1578,30.5,34,0,No Failure,0.4063493625210403,48.92865907057724,11.47464523135108,219,No Failure,219
2878,M17737,M,300.5,309.4,1655,32.1,37,0,No Failure,0.4332220443531114,64.08767254922648,8.825097450288586,216,No Failure,216
2879,H32292,H,300.5,309.4,1502,34.3,40,0,No Failure,0.5292192728326374,64.13828754867599,7.883876565418965,213,No Failure,213
2880,M17739,M,300.6,309.4,1367,63.2,45,1,Power Failure,0.4812670981593625,64.2177514561106,8.912120466056813,208,Power Failure,208
2881,L50060,L,300.7,309.5,1541,37.2,48,0,No Failure,0.2761768766675028,61.533949812307256,13.907313495953446,205,No Failure,205
2882,M17741,M,300.6,309.6,1588,37.0,50,0,No Failure,0.2879299847364933,49.334403911409446,10.563391827654709,203,No Failure,203
2883,L50062,L,300.6,309.6,1684,32.8,53,0,No Failure,0.4393134822142824,54.86644754107367,14.25288365505277,200,No Failure,200
2884,L50063,L,300.6,309.5,1437,40.0,55,0,No Failure,0.5457686586053552,60.85207708796556,9.759603312825128,198,No Failure,198
2885,L50064,L,300.6,309.6,1409,42.4,57,0,No Failure,0.2252495157274765,60.67759001395898,9.482372659014157,196,No Failure,196
2886,M17745,M,300.5,309.5,1320,49.9,59,0,No Failure,0.4500269823848369,58.88625893423989,9.851886926711853,194,No Failure,194
2887,H32300,H,300.5,309.5,1635,34.2,62,0,No Failure,0.4473752143482579,61.84458601454124,9.815651839893391,191,No Failure,191
2888,M17747,M,300.5,309.5,1691,27.6,67,0,No Failure,0.6388337778208448,60.05825853842623,8.452698176264551,186,No Failure,186
2889,M17748,M,300.6,309.6,1365,50.0,70,0,No Failure,0.4614978188287136,60.60385232775681,7.702303463666646,183,No Failure,183
2890,M17749,M,300.7,309.7,1523,38.2,73,0,No Failure,0.5382988984740928,56.80467333583992,11.002673254361726,180,No Failure,180
2891,L50070,L,300.6,309.7,1593,32.4,76,0,No Failure,0.5141257140087463,64.91005493060796,12.109801435194727,177,No Failure,177
2892,L50071,L,300.6,309.6,1682,30.7,78,0,No Failure,0.2869433520192799,57.84614195659808,14.889962601332805,175,No Failure,175
2893,L50072,L,300.7,309.6,1329,54.3,80,0,No Failure,0.5768207216631738,53.34675458489687,9.132574186617957,173,No Failure,173
2894,M17753,M,300.7,309.6,1568,35.2,82,0,No Failure,0.5215396505456288,56.14500493590636,9.29468902627185,171,No Failure,171
2895,L50074,L,300.7,309.6,1733,24.8,85,0,No Failure,0.550826863967459,58.2576690431901,8.457541411097965,168,No Failure,168
2896,M17755,M,300.7,309.6,1473,48.1,87,0,No Failure,0.8926237706436326,64.97001394184423,12.251454858747136,166,No Failure,166
2897,M17756,M,300.7,309.5,1633,31.3,90,0,No Failure,0.2915887060501411,59.78866000782603,11.62997490959253,163,No Failure,163
2898,M17757,M,300.6,309.5,1530,40.2,93,0,No Failure,0.6724696649761108,59.06925890517176,8.246130836250947,160,No Failure,160
2899,M17758,M,300.6,309.5,1550,40.2,96,0,No Failure,0.4712552480599644,53.75668287618687,8.195603826054114,157,No Failure,157
2900,L50079,L,300.6,309.4,1410,40.6,99,0,No Failure,0.5287328904403009,63.92741294914788,11.905029517191796,154,No Failure,154
2901,L50080,L,300.5,309.3,1574,33.5,101,0,No Failure,0.4954487754698757,56.74023922988307,10.766392302416817,152,No Failure,152
2902,L50081,L,300.6,309.4,1425,40.3,103,0,No Failure,0.4575763666601956,59.49986070529332,11.516777426022289,150,No Failure,150
2903,M17762,M,300.6,309.4,1541,35.2,105,0,No Failure,0.4430167071761241,67.40091538440933,8.234463043322174,148,No Failure,148
2904,M17763,M,300.7,309.5,1733,26.7,108,0,No Failure,0.5329508735573009,62.54381665524652,6.244550272179587,145,No Failure,145
2905,L50084,L,300.6,309.4,2496,13.5,111,0,No Failure,0.3482826303328321,51.85872976142413,8.25006996663966,142,No Failure,142
2906,L50085,L,300.6,309.4,1552,36.4,113,0,No Failure,0.5750579167521765,51.15244881823764,11.375533460022451,140,No Failure,140
2907,L50086,L,300.6,309.3,1409,38.7,115,0,No Failure,0.4583805595114746,59.67844774940377,14.222115957269782,138,No Failure,138
2908,M17767,M,300.6,309.4,1581,35.7,117,0,No Failure,0.3869930660959642,53.936296925625975,9.141072020944785,136,No Failure,136
2909,L50088,L,300.7,309.5,1251,59.9,120,0,No Failure,0.4549987142004186,63.242733738164986,14.551711763753731,133,No Failure,133
2910,L50089,L,300.7,309.6,1500,44.1,122,0,No Failure,0.6257149216862573,60.211315324824895,11.659639534983375,131,No Failure,131
2911,L50090,L,300.6,309.5,1576,38.8,124,0,No Failure,0.4464664912983777,60.82692384511932,7.213935396582348,129,No Failure,129
2912,M17771,M,300.7,309.5,1352,44.0,126,0,No Failure,0.535845361820962,56.46628409178823,10.428067675622064,127,No Failure,127
2913,L50092,L,300.7,309.6,1661,30.3,129,0,No Failure,0.4269043724284527,68.70691827643353,11.72794855682372,124,No Failure,124
2914,L50093,L,300.7,309.6,1541,34.6,131,0,No Failure,0.575792184992362,74.2129686400523,5.149034202894627,122,No Failure,122
2915,H32328,H,300.6,309.6,1888,20.5,133,0,No Failure,0.5685507738790204,58.60707638121642,11.288902315826764,120,No Failure,120
2916,L50095,L,300.5,309.5,1255,62.1,138,0,No Failure,0.6848608833296411,61.76519624207501,12.345442359646224,115,No Failure,115
2917,L50096,L,300.6,309.6,1411,41.6,140,0,No Failure,0.4824436054500784,60.48708671532156,10.797736248262286,113,No Failure,113
2918,L50097,L,300.6,309.5,1516,39.0,142,0,No Failure,0.5668654804757907,58.70156568279466,9.876557578637154,111,No Failure,111
2919,M17778,M,300.6,309.5,1492,34.0,144,0,No Failure,0.5098067539538944,55.839647661336016,9.654146833997189,109,No Failure,109
2920,L50099,L,300.6,309.6,1726,30.0,147,0,No Failure,0.6295871781863014,54.57516006259762,9.537355344616357,106,No Failure,106
2921,L50100,L,300.7,309.7,1598,33.7,149,0,No Failure,0.4281167612391269,54.32201367237238,7.648040392465782,104,No Failure,104
2922,L50101,L,300.8,309.8,1657,31.1,151,0,No Failure,0.5745005312877282,62.02620012774573,8.624952336190065,102,No Failure,102
2923,L50102,L,300.8,309.7,1481,38.1,153,0,No Failure,0.4805302703883318,57.40162760898183,9.16681190869568,100,No Failure,100
2924,M17783,M,300.7,309.7,1397,51.3,155,0,No Failure,0.4935811822891502,47.10853574929735,10.226988692451483,98,No Failure,98
2925,L50104,L,300.8,309.7,1461,44.3,158,0,No Failure,0.5091752484448373,62.224291102991614,8.886370484685868,95,No Failure,95
2926,M17785,M,300.7,309.6,1388,51.1,160,0,No Failure,0.5252240396426677,59.80869358767922,8.26174151500414,93,No Failure,93
2927,L50106,L,300.7,309.7,1507,52.4,163,0,No Failure,0.4883770956878042,66.73336500700573,11.519541718251691,90,No Failure,90
2928,M17787,M,300.7,309.6,1421,49.8,165,0,No Failure,0.5214713183170526,61.86561198545505,10.741227943895712,88,No Failure,88
2929,M17788,M,300.8,309.7,1258,54.9,168,0,No Failure,0.6578118057562184,52.60663201844852,8.921540926420866,85,No Failure,85
2930,M17789,M,300.8,309.7,1482,39.0,171,0,No Failure,0.5985449685615218,48.85161679635009,11.012556942975175,82,No Failure,82
2931,H32344,H,300.7,309.6,1403,51.3,174,0,No Failure,0.5869154592496897,56.40263807831031,9.09368421262813,79,No Failure,79
2932,L50111,L,300.8,309.7,1373,45.4,179,0,No Failure,0.4544460473976129,56.87446289653174,10.12613005897624,74,No Failure,74
2933,L50112,L,300.9,309.7,1460,42.1,181,0,No Failure,0.4110759171771675,64.71579600500084,11.950088109445732,72,No Failure,72
2934,M17793,M,300.8,309.7,1751,27.9,183,0,No Failure,0.5955300558237753,59.95564533855213,8.792517813667473,70,No Failure,70
2935,M17794,M,300.8,309.6,1546,42.3,186,0,No Failure,0.5876046792529794,65.66844249049254,7.655176784332514,67,No Failure,67
2936,M17795,M,300.8,309.7,1680,28.2,189,0,No Failure,0.6472670675750982,53.375834721486825,9.709730833957316,64,No Failure,64
2937,M17796,M,300.9,309.7,1394,48.8,192,0,No Failure,0.439601937403077,64.82632192190223,7.273069967629076,61,No Failure,61
2938,L50117,L,300.7,309.6,1810,26.0,195,0,No Failure,0.4770451344639653,63.6049457671546,9.44510298129805,58,No Failure,58
2939,L50118,L,300.7,309.5,1479,34.5,197,0,No Failure,0.3360515837474566,49.90882944284402,9.438725041373086,56,No Failure,56
2940,L50119,L,300.9,309.7,1431,41.4,199,0,No Failure,0.4607528893939127,66.61308920630387,5.072631752188874,54,No Failure,54
2941,L50120,L,300.9,309.7,2355,14.4,201,0,No Failure,0.5996570510579448,60.46729245883176,11.06127032748902,52,No Failure,52
2942,M17801,M,300.7,309.6,1996,19.8,203,1,Tool Wear Failure,0.4533504620771802,61.96022251934253,9.634620466637358,50,Tool Wear Failure,50
2943,L50122,L,300.7,309.5,1461,49.9,0,0,No Failure,0.5640479795200823,55.675519437857886,12.363792905543871,253,No Failure,253
2944,H32357,H,300.7,309.5,2007,19.7,2,0,No Failure,0.4809496894002188,66.37623506460986,10.431063959588164,251,No Failure,251
2945,L50124,L,300.7,309.6,1505,34.9,7,0,No Failure,0.532405702822156,54.07073835380565,11.471217140631095,246,No Failure,246
2946,H32359,H,300.7,309.6,1925,20.5,9,0,No Failure,0.3852308610184333,64.16046009186974,12.380077506414086,244,No Failure,244
2947,M17806,M,300.7,309.5,1622,30.5,14,0,No Failure,0.5085209449633901,64.10303737954335,9.736565834458508,239,No Failure,239
2948,L50127,L,300.7,309.5,1592,29.0,17,0,No Failure,0.2008864029099276,55.12916285913889,9.998353622272196,236,No Failure,236
2949,L50128,L,300.7,309.5,1850,24.5,19,0,No Failure,0.4813103841838015,69.91686799711287,6.852913553219537,234,No Failure,234
2950,M17809,M,300.7,309.5,1470,48.7,21,0,No Failure,0.3369526756284859,61.1576424010876,12.479075490468482,232,No Failure,232
2951,M17810,M,300.7,309.5,1445,46.4,24,0,No Failure,0.6205994516546816,63.26946305135512,9.70860520055689,229,No Failure,229
2952,L50131,L,300.7,309.5,1685,31.1,27,0,No Failure,0.5777407352764511,52.36439602332122,7.988538899304037,226,No Failure,226
2953,H32366,H,300.7,309.5,1667,30.5,29,0,No Failure,0.5466670981966081,70.58865001504282,11.479444972974855,224,No Failure,224
2954,L50133,L,300.7,309.5,1578,35.4,34,0,No Failure,0.652100622715938,53.87721529887455,5.640437616071496,219,No Failure,219
2955,H32368,H,300.6,309.4,1691,28.0,36,0,No Failure,0.4051083479175162,65.12443216382965,9.141451554253644,217,No Failure,217
2956,M17815,M,300.7,309.5,1439,43.8,41,0,No Failure,0.6747363197915558,55.02614141034152,11.81662208242368,212,No Failure,212
2957,M17816,M,300.8,309.6,1404,38.7,44,0,No Failure,0.5932191564260385,56.90505598576159,9.12455629606819,209,No Failure,209
2958,L50137,L,300.8,309.6,1498,45.8,47,0,No Failure,0.4763444712781054,63.94377021942724,8.564156098102837,206,No Failure,206
2959,M17818,M,300.8,309.5,1481,44.5,49,0,No Failure,0.6135620147182944,65.13776356837579,9.1676904057741,204,No Failure,204
2960,M17819,M,300.7,309.4,1589,35.0,52,0,No Failure,0.3893706487588366,53.64357875442949,5.980141471062852,201,No Failure,201
2961,L50140,L,300.7,309.5,1467,44.3,55,0,No Failure,0.4175485838472326,65.45236084528497,11.430956863566069,198,No Failure,198
2962,L50141,L,300.6,309.4,1654,32.8,57,0,No Failure,0.4391410276760299,65.22490247566597,9.754227916046174,196,No Failure,196
2963,L50142,L,300.7,309.5,1508,39.9,59,0,No Failure,0.4471022291935985,55.31023295577554,9.455350780010477,194,No Failure,194
2964,M17823,M,300.7,309.6,1439,43.0,61,0,No Failure,0.3943442357239747,67.99323796795555,9.462662767181918,192,No Failure,192
2965,L50144,L,300.7,309.5,1692,30.3,64,0,No Failure,0.6223083067095325,52.71571185875981,10.028159596929168,189,No Failure,189
2966,M17825,M,300.7,309.5,1838,24.9,66,0,No Failure,0.4741145599630168,56.876137086111925,11.306874741344132,187,No Failure,187
2967,L50146,L,300.6,309.3,1601,40.2,69,0,No Failure,0.5352504968356879,62.39501312045994,9.895872917601505,184,No Failure,184
2968,L50147,L,300.6,309.4,1369,51.6,71,0,No Failure,0.4429648633586319,55.73216857648697,7.276726903640375,182,No Failure,182
2969,M17828,M,300.6,309.4,1312,45.2,73,0,No Failure,0.3179396699451483,61.31909542839671,11.151032243088132,180,No Failure,180
2970,L50149,L,300.6,309.4,1468,44.1,76,0,No Failure,0.5270057358391422,61.20538039401647,10.997139382008452,177,No Failure,177
2971,M17830,M,300.6,309.4,1452,39.4,78,0,No Failure,0.3087745024580223,59.0646286503864,10.41105399643292,175,No Failure,175
2972,M17831,M,300.7,309.5,1393,43.9,81,0,No Failure,0.4931365953914531,64.1620026929528,12.150482613922636,172,No Failure,172
2973,M17832,M,300.6,309.4,1432,44.2,84,0,No Failure,0.363168496116719,58.8581960367118,10.060757352825918,169,No Failure,169
2974,M17833,M,300.6,309.3,1510,46.0,87,0,No Failure,0.6987275999230809,61.15770534406903,12.222752177978512,166,No Failure,166
2975,M17834,M,300.6,309.4,1521,37.2,90,0,No Failure,0.5911362722174722,65.73235938743952,12.814422042956792,163,No Failure,163
2976,H32389,H,300.5,309.4,1360,46.2,93,0,No Failure,0.510575379127148,63.9534310501292,11.164625771048964,160,No Failure,160
2977,M17836,M,300.5,309.3,1881,25.5,98,0,No Failure,0.6263706677654669,63.930086454071045,8.504132756244125,155,No Failure,155
2978,L50157,L,300.4,309.3,1413,50.3,101,0,No Failure,0.4153684022534264,54.2541019889161,9.738428562995118,152,No Failure,152
2979,H32392,H,300.5,309.4,1642,36.2,103,0,No Failure,0.5543479378670093,62.62396287750661,12.477712068116748,150,No Failure,150
2980,L50159,L,300.5,309.5,1542,38.5,108,0,No Failure,0.5199810433718713,55.60750604515248,7.004744267860986,145,No Failure,145
2981,L50160,L,300.4,309.5,1447,39.3,110,0,No Failure,0.526402008133367,53.59292510110987,9.216092663642783,143,No Failure,143
2982,H32395,H,300.4,309.4,1530,40.4,112,0,No Failure,0.6272353500106768,59.64146826857516,9.314070327106512,141,No Failure,141
2983,L50162,L,300.5,309.5,1795,27.7,117,0,No Failure,0.5732492102779803,55.47852406674205,8.269578799292532,136,No Failure,136
2984,L50163,L,300.6,309.6,1290,57.4,119,0,No Failure,0.5288723662825023,63.95308859419988,11.745757899837573,134,No Failure,134
2985,L50164,L,300.6,309.7,1639,30.4,121,0,No Failure,0.3345112563771704,64.07267729847662,10.753630142081557,132,No Failure,132
2986,L50165,L,300.7,309.8,1596,31.5,123,0,No Failure,0.4039953704720536,50.48686881784279,8.577883286799016,130,No Failure,130
2987,L50166,L,300.6,309.8,1455,48.0,125,0,No Failure,0.4877291066404275,55.85848730211555,11.21102584047168,128,No Failure,128
2988,M17847,M,300.6,309.8,1659,28.9,127,0,No Failure,0.5093372374276651,52.701066640410005,9.683167530663564,126,No Failure,126
2989,M17848,M,300.6,309.8,1532,42.5,130,0,No Failure,0.3869796275326076,57.686853617035545,8.219610853555315,123,No Failure,123
2990,L50169,L,300.6,309.8,1502,42.4,133,0,No Failure,0.7411676675578421,62.27587834934412,8.574163179514265,120,No Failure,120
2991,L50170,L,300.6,309.8,1688,28.6,135,0,No Failure,0.6516394055253573,58.78855950910806,10.87210214955188,118,No Failure,118
2992,M17851,M,300.5,309.7,1341,50.9,137,0,No Failure,0.5602118320392484,57.051203796664325,11.878019757043678,116,No Failure,116
2993,M17852,M,300.5,309.7,1685,29.4,140,0,No Failure,0.5072036861283745,66.5008826340657,9.026463534090428,113,No Failure,113
2994,M17853,M,300.5,309.8,1370,55.9,143,0,No Failure,0.4787791030098848,48.47571413701856,11.088882667338025,110,No Failure,110
2995,L50174,L,300.5,309.8,1461,52.5,146,0,No Failure,0.4048081539977764,66.18435946759112,13.163508315154964,107,No Failure,107
2996,L50175,L,300.5,309.8,1550,37.4,148,0,No Failure,0.5077480518518862,57.27855853422257,7.482258887259494,105,No Failure,105
2997,M17856,M,300.5,309.8,1508,37.8,150,0,No Failure,0.525775254014275,59.60945494943605,10.711339745677249,103,No Failure,103
2998,L50177,L,300.5,309.8,1345,62.7,153,0,No Failure,0.3758239424518376,57.36318331139946,11.661311382590815,100,No Failure,100
2999,L50178,L,300.5,309.7,1616,34.5,155,0,No Failure,0.5334176417244898,67.71444052769559,9.80970036680234,98,No Failure,98
3000,L50179,L,300.5,309.7,1395,61.0,157,0,No Failure,0.4844740951175251,53.8451075159737,12.476566421711292,96,No Failure,96
3001,H32414,H,300.5,309.8,1324,72.8,159,1,Power Failure,0.3092192442122609,60.05868184860968,14.397674076522568,94,Power Failure,94
3002,L50181,L,300.5,309.8,1445,43.9,164,0,No Failure,0.4139614989220498,62.637193259299984,10.686710696772606,89,No Failure,89
3003,M17862,M,300.5,309.8,1555,38.9,166,0,No Failure,0.4586394466578355,51.94498616057416,9.532820535444,87,No Failure,87
3004,M17863,M,300.6,309.9,1449,42.4,169,0,No Failure,0.688768765734019,55.40050914776924,11.953965615323913,84,No Failure,84
3005,M17864,M,300.5,309.9,1466,53.2,172,0,No Failure,0.5556553124533758,59.25910733250885,11.684137720755803,81,No Failure,81
3006,L50185,L,300.5,309.9,1503,37.4,175,0,No Failure,0.3664518430900109,55.56667482657812,4.962338090163631,78,No Failure,78
3007,L50186,L,300.4,309.7,1488,35.7,177,0,No Failure,0.5486036289417637,55.92204114390425,9.994528887817772,76,No Failure,76
3008,L50187,L,300.4,309.7,1314,50.2,179,0,No Failure,0.3452696011061634,58.25068668461781,9.210801066521771,74,No Failure,74
3009,M17868,M,300.4,309.7,1547,38.0,181,0,No Failure,0.6082691053887074,63.24790665823087,10.793411383027834,72,No Failure,72
3010,M17869,M,300.4,309.7,1466,39.8,184,0,No Failure,0.4528875348182121,58.28641111560928,9.61268343941242,69,No Failure,69
3011,L50190,L,300.3,309.6,1537,37.1,187,0,No Failure,0.4906363811260829,65.39213097236473,9.829647815457996,66,No Failure,66
3012,M17871,M,300.2,309.5,1434,51.5,189,0,No Failure,0.632579664754219,55.01121108670323,8.273574481077837,64,No Failure,64
3013,L50192,L,300.4,309.6,1432,44.7,192,0,No Failure,0.371283643141575,53.74038869763274,11.469058436848975,61,No Failure,61
3014,L50193,L,300.5,309.6,1390,48.4,194,0,No Failure,0.3602881814887009,69.63172702860567,13.310084442937464,59,No Failure,59
3015,L50194,L,300.5,309.7,1580,42.8,196,0,No Failure,0.4416400673653995,56.71020936167244,8.30465610156993,57,No Failure,57
3016,L50195,L,300.5,309.7,1589,30.5,198,0,No Failure,0.6038378851019317,53.4454399646392,7.205889953706054,55,No Failure,55
3017,L50196,L,300.5,309.8,1441,48.8,200,0,No Failure,0.3480653924523157,51.28973029114085,10.040006439654928,53,No Failure,53
3018,L50197,L,300.5,309.8,1305,51.7,202,0,No Failure,0.2167844401889431,65.37551726904469,9.942688677929471,51,No Failure,51
3019,M17878,M,300.5,309.8,1566,35.9,204,0,No Failure,0.4548841141591001,58.2934774266997,12.34186557224072,49,No Failure,49
3020,L50199,L,300.5,309.8,1379,54.2,207,1,Overstrain Failure,0.555174079991092,58.73145132466801,7.541610095242936,46,Overstrain Failure,46
3021,L50200,L,300.4,309.6,1543,38.1,209,0,No Failure,0.6200261749738829,59.2039914420668,8.924089649951805,44,No Failure,44
3022,L50201,L,300.5,309.8,1421,49.6,211,0,No Failure,0.4536838637914601,65.0647144233489,5.704593521466294,42,No Failure,42
3023,L50202,L,300.5,309.6,1760,30.6,213,0,No Failure,0.4588573392883998,59.1023508301204,12.749967272423646,40,No Failure,40
3024,L50203,L,300.4,309.5,1711,29.2,215,0,No Failure,0.6153900734255747,71.72026889416313,10.501089256646727,38,No Failure,38
3025,L50204,L,300.5,309.6,1465,41.6,217,0,No Failure,0.3130258300304579,60.66880287027114,9.073134172038406,36,No Failure,36
3026,L50205,L,300.5,309.6,1366,50.2,219,0,No Failure,0.461147922481699,65.3089238347916,7.355457042817648,34,No Failure,34
3027,M17886,M,300.4,309.5,1888,21.9,221,0,No Failure,0.5190423889925058,64.02619928952204,7.539047883645498,32,No Failure,32
3028,L50207,L,300.5,309.5,1777,23.6,0,0,No Failure,0.5449218721285034,59.817763398709815,10.828533799582782,253,No Failure,253
3029,L50208,L,300.5,309.5,1379,55.6,2,0,No Failure,0.4490193306809117,57.06514506989768,7.78514990879858,251,No Failure,251
3030,L50209,L,300.4,309.5,1525,51.3,4,0,No Failure,0.5034441011705841,61.659819642832765,10.20801084629714,249,No Failure,249
3031,M17890,M,300.4,309.6,1563,34.0,6,0,No Failure,0.251167264658701,62.550493656036366,14.08588972227006,247,No Failure,247
3032,M17891,M,300.5,309.7,1389,43.3,9,0,No Failure,0.4341751587666151,57.13706975936736,9.304824754110358,244,No Failure,244
3033,M17892,M,300.6,309.8,1447,42.9,12,0,No Failure,0.5453508712554468,60.83169432975328,8.077111112051242,241,No Failure,241
3034,M17893,M,300.6,309.7,1934,22.8,15,0,No Failure,0.401770596574532,66.18102489129798,10.764014410905526,238,No Failure,238
3035,H32448,H,300.6,309.7,1470,43.8,18,0,No Failure,0.5058984221589597,70.34973869534839,7.548416518436545,235,No Failure,235
3036,M17895,M,300.6,309.7,1428,42.6,23,0,No Failure,0.5446872500802697,64.27184660174711,13.439969060658807,230,No Failure,230
3037,L50216,L,300.4,309.6,1319,48.1,26,0,No Failure,0.4657450799142235,69.3137984319014,12.80723933705667,227,No Failure,227
3038,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure,0.5170463770996571,56.85312894396772,9.671656762092711,225,No Failure,225
3039,L50218,L,300.4,309.5,1349,50.4,30,0,No Failure,0.4037267434715387,63.50941126029647,8.20541363715156,223,No Failure,223
3040,M17899,M,300.3,309.5,1665,31.4,32,0,No Failure,0.4793388720303953,66.69259754290636,9.14846025444928,221,No Failure,221
3041,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure,0.5610216169589223,55.51833333514002,9.408668775829144,218,No Failure,218
3042,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure,0.5156972960968434,57.57204943977496,10.76713426341413,216,No Failure,216
3043,M17902,M,300.2,309.4,1459,43.9,39,0,No Failure,0.4413468730436064,68.68952380917625,12.079264658602233,214,No Failure,214
3044,L50223,L,300.3,309.5,1551,37.9,42,0,No Failure,0.5224216404290793,55.1245057210653,7.92697473848282,211,No Failure,211
3045,L50224,L,300.2,309.4,1981,21.4,44,0,No Failure,0.5714609790636618,53.294349836721445,12.02181913068549,209,No Failure,209
3046,L50225,L,300.2,309.4,1526,35.3,46,0,No Failure,0.2950058721422521,67.63990786819755,11.235371225622597,207,No Failure,207
3047,M17906,M,300.2,309.4,1501,40.0,48,0,No Failure,0.6159074064955898,65.98381612490219,8.984421018386787,205,No Failure,205
3048,L50227,L,300.2,309.4,1558,38.3,51,0,No Failure,0.4663745261318928,62.160601219918846,7.82657620864598,202,No Failure,202
3049,L50228,L,300.2,309.3,1532,43.2,53,0,No Failure,0.5425489933240231,59.77144622677086,10.232465434585135,200,No Failure,200
3050,L50229,L,300.1,309.2,1326,55.9,55,0,No Failure,0.6197246923645228,57.80737747197509,7.880823032595831,198,No Failure,198
3051,L50230,L,300.2,309.2,1431,51.3,57,0,No Failure,0.3628326302769534,61.40974436904526,12.047361698325211,196,No Failure,196
3052,L50231,L,300.2,309.3,1366,49.3,59,0,No Failure,0.4290558997572453,67.89903478700775,7.752234455735591,194,No Failure,194
3053,L50232,L,300.1,309.2,1421,42.5,61,0,No Failure,0.4711451304124295,61.19283063071038,11.095412386326288,192,No Failure,192
3054,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure,0.4216246478875571,70.83479633623483,9.838767270369836,190,No Failure,190
3055,H32468,H,300.2,309.3,1342,48.7,68,0,No Failure,0.6734936575836808,55.51029007179885,8.878750231249597,185,No Failure,185
3056,L50235,L,300.1,309.2,1427,37.6,73,0,No Failure,0.4143227906173207,59.901596228358656,9.79433698736142,180,No Failure,180
3057,L50236,L,300.2,309.2,1667,29.9,75,0,No Failure,0.4444453220513133,58.134706661680426,12.159966339268404,178,No Failure,178
3058,L50237,L,300.1,309.1,1400,46.7,77,0,No Failure,0.5204389031602977,54.57429228418834,7.615485182012421,176,No Failure,176
3059,L50238,L,300.0,309.0,1709,32.1,79,0,No Failure,0.3797850473923911,59.23458133495172,9.175686889616369,174,No Failure,174
3060,M17919,M,300.0,309.0,1368,45.8,81,0,No Failure,0.4604319288243736,62.0866465083022,8.496512870625624,172,No Failure,172
3061,L50240,L,300.0,309.1,1882,23.8,84,0,No Failure,0.5317453261250176,62.62115089976015,9.92276573290257,169,No Failure,169
3062,L50241,L,300.1,309.1,1353,58.7,86,0,No Failure,0.4667139595617489,70.85226089472278,8.630638214974692,167,No Failure,167
3063,L50242,L,299.9,309.0,1553,40.0,88,0,No Failure,0.4906613141100052,62.3223373486178,6.463837515226771,165,No Failure,165
3064,L50243,L,300.0,309.1,1431,45.4,90,0,No Failure,0.4470667887551629,65.75068401839808,7.889724906135275,163,No Failure,163
3065,M17924,M,300.1,309.1,1731,30.4,92,0,No Failure,0.3485529690819233,60.33047123149488,13.275510037076224,161,No Failure,161
3066,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures,0.5321593211339238,68.39027800226297,10.493456422572546,158,Random Failures,158
3067,M17926,M,300.1,309.2,1457,44.3,98,0,No Failure,0.6754933071647242,71.99224642794034,10.424724107616155,155,No Failure,155
3068,L50247,L,300.1,309.2,1533,37.0,101,0,No Failure,0.5018401630783438,62.65542565487975,9.434775219982724,152,No Failure,152
3069,H32482,H,300.0,309.0,1622,31.8,103,0,No Failure,0.522526411724755,55.036704922742096,9.89674915178166,150,No Failure,150
3070,L50249,L,300.0,309.1,1791,28.2,108,0,No Failure,0.5692722755116859,57.25597488611416,9.14037615433724,145,No Failure,145
3071,L50250,L,300.0,309.1,1631,28.3,110,0,No Failure,0.3730669503453301,61.40967151602581,11.05385706208213,143,No Failure,143
3072,L50251,L,300.0,309.0,2174,16.9,112,0,No Failure,0.6702514658129606,62.282490176253226,10.201617708518746,141,No Failure,141
3073,L50252,L,300.1,309.0,1314,58.2,114,0,No Failure,0.5202328796422802,63.49212567192186,7.657463579682769,139,No Failure,139
3074,L50253,L,300.1,309.1,1478,46.9,116,0,No Failure,0.6631856899089109,62.3009884061502,10.507449006208386,137,No Failure,137
3075,L50254,L,300.1,309.2,1783,27.3,118,0,No Failure,0.426696700447601,60.0349245812797,5.082516153456899,135,No Failure,135
3076,M17935,M,300.1,309.2,1385,46.1,120,0,No Failure,0.6818061922557825,56.81900779398936,10.827718399355572,133,No Failure,133
3077,L50256,L,300.0,309.2,1444,43.6,123,0,No Failure,0.5775155494034783,62.00569130632115,7.181286286326957,130,No Failure,130
3078,L50257,L,300.1,309.3,1841,23.0,125,0,No Failure,0.5553040085852359,69.27493678740328,9.807889827659848,128,No Failure,128
3079,M17938,M,300.1,309.4,1349,56.2,127,0,No Failure,0.5234024454353148,65.09964302713877,7.610744793607622,126,No Failure,126
3080,L50259,L,300.1,309.3,1340,56.0,130,0,No Failure,0.475147138192555,62.67351974818099,10.005646399066194,123,No Failure,123
3081,M17940,M,299.9,309.2,1539,43.2,132,0,No Failure,0.6200531658473872,65.14783461911375,11.156557038552444,121,No Failure,121
3082,M17941,M,300.0,309.3,1932,21.8,135,0,No Failure,0.5140359869848047,58.14467985549574,13.00565417049916,118,No Failure,118
